tic_id,stamp_class,stamp_label,periode,snr,note
337025682,candidat,Candidat TESS officiel (TOI-5302.01),,33.1,"Secteur 70. Statut officiel TOI : PC. Classé automatiquement, à vérifier visuellement avant publication sur le site."
444013020,confirm,Planète connue (TOI-2547.01),,54.7,"Secteur 72. Statut officiel TOI : KP. Classé automatiquement, à vérifier visuellement avant publication sur le site."
376637093,confirm,Planète confirmée (TOI-1516.01),,40.1,"Secteur 77. Statut officiel TOI : CP. Classé automatiquement, à vérifier visuellement avant publication sur le site."
235902467,candidat,Candidat TESS officiel (TOI-4103.01),12.2735,121.2,"Secteur 79. Statut officiel TOI : PC. Classé automatiquement, à vérifier visuellement avant publication sur le site."
346338552,confirm,Planète connue (TOI-1388.01),4.4651,36.4,"Secteur 83. Statut officiel TOI : KP. Classé automatiquement, à vérifier visuellement avant publication sur le site."
162130054,marginal,Candidat ambigu (TESS) (TOI-1371.01),,20.9,"Secteur 83. Statut officiel TOI : APC. Classé automatiquement, à vérifier visuellement avant publication sur le site."
336740528,marginal,Candidat ambigu (TESS) (TOI-1352.01),,57.8,"Secteur 83. Statut officiel TOI : APC. Classé automatiquement, à vérifier visuellement avant publication sur le site."
259589049,marginal,Non classée,4.9839,,"Corrigé après examen individuel -- le premier passage sur la grille compressée avait sous-estimé le signal, jugé à tort à peine distinguable. Périodogramme propre avec harmoniques régulières (1:2:3:4:5 sur 5/10/15/20/25j), creux net dans le cycle complet (~1.2%). Rayon implicite 1.18 R_jup -- taille sans ambiguïté, dans la gamme des planètes confirmées. Absente de la table TOI et d'aucune publication trouvée."
183655984,reject,Signal non fiable,13.0036,3.5,"Périodogramme chaotique sans pic isolé (bruit de fond montant sur toute la plage), repliement montrant des points épars sous la bande principale plutôt qu'un creux cohérent -- pas un vrai signal périodique malgré le SNR correct de la grille rapide (15.4 sur une période différente, 2.31j)."
241291471,reject,Structure double-creux,9.6909,19.1,"Creux principal net à phase 0, mais second creux distinct vers phase -0.44 -- pas un transit isolé, même motif que TIC 307844756 et TIC 49701947."
253451899,reject,Binaire (rasante),1.8942,71.7,"Transit en V large et lisse sans fond plat, ratio durée/période de 13.2% proche du seuil suspect (15%) -- forme typique d'une éclipse rasante plutôt qu'un transit planétaire net."
120689878,marginal,Non classée,7.4048,89.9,"Transit unique et net dans le cycle complet, aucune structure parasite. Rayon implicite 0.94 R_jup -- taille sans ambiguïté. Absente de la table TOI et d'aucune publication trouvée."
258918831,marginal,Non classée,5.9861,60.0,"Transit unique et net, périodogramme propre. Rayon implicite 1.24 R_jup -- taille sans ambiguïté. Absente de la table TOI et d'aucune publication trouvée."
2941914,marginal,Non classée,4.0039,73.5,"Transit unique et net dans le cycle complet, aucune structure parasite. Rayon stellaire absent du catalogue TIC (NaN) -- impossible de calculer la taille implicite par cette méthode, ni confirmable ni excluable sur ce critère. Absente de la table TOI et d'aucune publication trouvée."
253453893,marginal,Non classée,3.4623,27.1,Transit unique et net. Rayon implicite 1.68 R_jup -- zone ambiguë entre géante gazeuse et naine M compacte. Absente de la table TOI et d'aucune publication trouvée.
23324827,marginal,Non classée,12.3763,13.3,Transit unique visible malgré un signal plus bruité. Rayon implicite 1.85 R_jup -- zone ambiguë entre géante gazeuse et naine M compacte. Absente de la table TOI et d'aucune publication trouvée.
441209757,reject,Trop gros pour une planète,1.659,11.2,"Transit unique visible. Rayon implicite 2.42 R_jup -- dépasse le seuil de plausibilité planétaire, probablement une naine rouge ou brune en transit."
137757776,marginal,Non classée,1.7103,124.7,"Corrigé après alias -- 4 creux régulièrement espacés à 6.8412j révélaient un mauvais multiple de la vraie période. À 1.7103j, transit unique et net, pic de périodogramme écrasant (97000, le plus fort du projet). Rayon implicite 1.93 R_jup -- zone ambiguë entre géante gazeuse et naine M compacte. Absente de la table TOI et d'aucune publication trouvée."
170749770,marginal,Non classée,5.3056,22.5,"Corrigé après alias -- 4 creux régulièrement espacés à 21.2217j révélaient un mauvais multiple de la vraie période. À 5.3056j, transit unique et net. Rayon implicite 1.60 R_jup -- zone ambiguë entre géante gazeuse et naine M compacte. Absente de la table TOI et d'aucune publication trouvée."
256368884,reject,Trop gros pour une planète,4.1992,33.2,"Corrigé après alias -- 3 creux régulièrement espacés à 12.5969j révélaient un mauvais multiple de la vraie période. Mais à la bonne période (4.1992j), rayon implicite 2.47 R_jup -- dépasse le seuil de plausibilité planétaire, probablement une naine rouge ou brune en transit."
32000625,reject,Binaire (éclipses inégales),1.7545,102.7,"Profondeur extrême (~8.5%), deux éclipses de profondeurs différentes par cycle non alignées à phase 0.5 -- primaire et secondaire d'une binaire excentrique. Le périodogramme en peigne dense (dizaines de pics comparables sur toute la plage testée) s'explique par la période très courte et la profondeur du signal, pas par une ambiguïté réelle sur la période."
364538560,reject,Binaire (ellipsoïdale),1.7496,68.6,"Éclipse profonde (~3.5-4%, moins extrême qu'estimé sur la grille compressée), ratio durée/période élevé (8.6%), avec une bosse de variation hors éclipse (montée à ~1.03 vers phase -0.3) -- variation ellipsoïdale d'une binaire serrée."
332827538,reject,Binaire (rasante),1.2865,9.2,"Transit en V large et lisse, ratio durée/période de 11.7% proche du seuil suspect, profondeur ~3% -- forme typique d'une éclipse rasante plutôt qu'un transit planétaire net."
261332760,reject,Binaire (structure complexe),5.6725,99.4,S/B très fort mais morphologie non-planétaire : double creux rapproché près de phase 0 et rampe de variation montante jusqu'à phase +0.4 (jusqu'à 1.03) -- binaire avec variabilité hors éclipse significative.
113988511,reject,Forme non-transit,12.4008,7.3,"Pas de ligne de base plate -- pente descendante continue sur toute la fenêtre de zoom (de ~1.005 à ~0.993), pas une forme de transit isolé."
349308842,reject,Structure double-creux,3.5824,52.3,"Deux creux rapprochés visibles dans la fenêtre de zoom elle-même, pas seulement sur des cycles séparés -- pas un transit isolé."
79492099,reject,Structure double-creux,4.6042,8.5,"Excursion profonde isolée en bord de phase (~-0.48) en plus du transit principal à phase 0, périodogramme en forêt sans pic dominant net -- structure double-creux, signal faible par ailleurs."
149836107,marginal,Non tranché,24.309,7.2,"Périodogramme en escalier montant vers le bord de la plage testée, même symptôme que TIC 229070209 (période identique, 24.309j -- coïncidence à noter). Seulement 2 secteurs espacés de 3 ans, couverture de phase clairsemée. Signal trop faible et non fiable pour conclure."
61397786,marginal,Non tranché,12.3959,6.6,"Aucune forme cohérente distinguable dans le repliement, périodogramme sans pic vraiment dominant. Signal trop faible pour conclure."
142742998,reject,Binaire (effets de proximité),1.5481,22.0,"Alias confirmé -- 7.7405j sur la plage complète était exactement 5x la vraie période. Éclipse profonde (~4.5%) mais avec bosse de luminosité juste avant (montée à 1.035) et plateau élevé après -- effets de proximité (réflexion/ellipsoïdal) typiques d'une binaire serrée, pas un transit planétaire isolé."
271529021,reject,Structure double-creux,3.0342,29.5,"Alias confirmé -- 18.2055j sur la plage complète était exactement 6x la vraie période. Mais même à la bonne période, au moins 3 structures distinctes subsistent dans le cycle complet (creux superficiel large ~phase -0.3, creux profond isolé ~phase -0.17, double-creux avec pic montant ~phase 0.03-0.05) -- système complexe, probablement plusieurs sources blendées, pas résolu par la seule correction de période."
424439457,marginal,Non classée,11.5555,14.9,Transit unique visible malgré un signal modéré. Rayon implicite 0.84 R_jup -- taille sans ambiguïté. Absente de la table TOI et d'aucune publication trouvée.
243200602,confirm,Planète connue (TOI-826.01),,34.7,"Secteur 101. Statut officiel TOI : KP. Classé automatiquement, à vérifier visuellement avant publication sur le site."
241326434,candidat,Candidat TESS officiel (TOI-3241.01),6.8378,76.1,"Secteur 99;101. Statut officiel TOI : PC. Classé automatiquement, à vérifier visuellement avant publication sur le site."
464328419,candidat,Candidat TESS officiel (TOI-2954.01),,52.5,"Secteur 63;99. Statut officiel TOI : PC. Classé automatiquement, à vérifier visuellement avant publication sur le site."
286696849,candidat,Candidat TESS officiel (TOI-4646.01),,14.1,"Secteur 73. Statut officiel TOI : PC. Classé automatiquement, à vérifier visuellement avant publication sur le site."
158490401,confirm,Planète connue (TOI-7858.01),12.7143,16.5,"Secteur 75;80. Statut officiel TOI : KP. Classé automatiquement, à vérifier visuellement avant publication sur le site."
236887394,confirm,Planète connue (TOI-1465.01),,97.4,"Secteur 82. Statut officiel TOI : KP. Classé automatiquement, à vérifier visuellement avant publication sur le site."
217980791,candidat,Candidat TESS officiel (TOI-6141.01),,16.3,"Secteur 83. Statut officiel TOI : PC. Classé automatiquement, à vérifier visuellement avant publication sur le site."
281408474,confirm,Planète confirmée (TOI-628.01),3.4093,10.6,"Secteur 87. Statut officiel TOI : CP. Classé automatiquement, à vérifier visuellement avant publication sur le site."
190496853,confirm,Planète confirmée (TOI-615.01),9.3236,38.8,"Secteur 89. Statut officiel TOI : CP. Classé automatiquement, à vérifier visuellement avant publication sur le site."
12967410,reject,Binaire,2.7934,28.9,"Double éclipse de profondeurs différentes très rapprochées en phase (creux à phase ~-0.05 et ~+0.03, pas alignés à 0.5) avec bosse de brillance juste avant l'éclipse principale -- effet de réflexion/ellipsoïdal typique d'une binaire serrée. Passe le seuil SNR automatique (28.9) mais rejetée à l'examen visuel."
94257578,reject,Binaire,1.191,18.8,"Deux éclipses distinctes de profondeurs différentes (3% et 4%) à des phases nettement séparées, pas alignées à 0.5 -- binaire à éclipses détachée classique. Ratio durée/période 27.7%, bien au-dessus du seuil suspect de 15%."
219016721,marginal,Non tranché,6.2752,19.8,"3 creux régulièrement espacés dans le cycle complet replié (phase ~-0.33/0/+0.33) -- signature d'alias, vraie période probablement ~2.09j (6.2752/3). Transit individuel propre à fond plat, mais à rescanner avec une fenêtre resserrée avant de trancher."
142791832,marginal,Non tranché,3.2712,17.8,"4 mini-creux répartis en 2 paires symétriques autour de phase 0 dans le cycle replié -- probable alias de période ou signal composite. À rescanner avant classement."
305466425,marginal,Non tranché,13.1996,12.8,"Creux répétés à intervalles réguliers (~tous les 0.25 en phase) dans le cycle complet -- probable sous-multiple de période ou recollement de secteurs mal normalisé. À rescanner avant classement."
146689695,marginal,Non tranché,2.421,14.9,"Pic positif net (jusqu'à 1.03) collé à un creux profond (~3%) juste à côté en phase -- pattern inhabituel, possible discontinuité de secteur mal recollée. À vérifier sur la courbe brute."
259002255,reject,Trop gros pour une planète,6.1013,111.4,"Absente de la table TOI. Étoile hôte 1.04 R☉ (Teff 5630K), profondeur ~5% -> rayon implicite 25.5 R_terre (2.27 R_jup). Dépasse le seuil de plausibilité planétaire -- probablement une naine rouge ou brune en transit."
394122772,reject,Trop gros pour une planète,6.9515,109.8,"Absente de la table TOI. Étoile hôte 0.82 R☉ (Teff 5218K), profondeur ~7% -> rayon implicite 23.6 R_terre (2.10 R_jup). Dépasse le seuil de plausibilité planétaire."
287151920,marginal,Non classée,5.3637,40.8,"Absente de la table TOI. Étoile hôte naine M 0.80 R☉ (Teff 3878K), profondeur ~6% -> rayon implicite 21.3 R_terre (1.90 R_jup) -- à la limite haute des planètes connues, pas exclu mais à traiter avec prudence."
349518145,reject,Trop gros pour une planète,4.1411,306.0,"Absente de la table TOI. Étoile hôte 1.52 R☉ (Teff 6121K, légèrement évoluée), profondeur ~2.5% -> rayon implicite 26.3 R_terre (2.34 R_jup) -- taille poussée par le grand rayon stellaire plus que par une profondeur extrême. Dépasse le seuil malgré le meilleur SNR du lot (306)."
232631226,reject,Trop gros pour une planète,6.2434,155.1,"Absente de la table TOI. Étoile hôte 1.46 R☉ (Teff 5669K), profondeur ~2.5% -> rayon implicite 25.3 R_terre (2.25 R_jup). Dépasse le seuil de plausibilité planétaire."
229441784,marginal,Non classée,4.6189,145.1,"Absente de la table TOI. Étoile hôte 1.04 R☉ (Teff 5303K), profondeur ~3% -> rayon implicite 19.6 R_terre (1.75 R_jup) -- à la limite haute des planètes connues, pas exclu mais à traiter avec prudence."
164527723,reject,Trop gros pour une planète,2.7395,74.9,"Absente de la table TOI. Étoile hôte évoluée 2.13 R☉ (Teff 6390K), profondeur ~1.5% -> rayon implicite 28.4 R_terre (2.53 R_jup) -- taille poussée par le grand rayon stellaire. Malgré le meilleur SNR après correction (74.9) et la forme la plus propre du lot, dépasse le seuil de plausibilité planétaire."
138100436,marginal,Non classée,4.5527,72.3,"Absente de la table TOI. Rayon stellaire absent du catalogue TIC (NaN) -- impossible de calculer la taille implicite, ni confirmable ni excluable sur ce critère. Transit propre par ailleurs, SNR élevé (72.3)."
184815388,marginal,Non classée,5.7019,42.5,"Absente de la table TOI. Étoile hôte évoluée 2.46 R☉ (Teff 6481K), profondeur ~0.6% -> rayon implicite 20.8 R_terre (1.86 R_jup) -- à la limite haute des planètes connues, pas exclu mais à traiter avec prudence."
359648342,marginal,Non classée,3.9499,30.4,"Absente de la table TOI. Rayon stellaire absent du catalogue TIC (NaN) -- impossible de calculer la taille implicite, ni confirmable ni excluable sur ce critère."
284611896,marginal,Non classée,8.1840,12.0,"Absente de la table TOI. Rayon stellaire absent du catalogue TIC (NaN, malgré Teff 10637K -- étoile chaude type A/B) -- impossible de calculer la taille implicite, ni confirmable ni excluable sur ce critère. SNR faible (12.0) par ailleurs."
303777241,marginal,Non classée,8.1056,11.6,"Absente de la table TOI. Étoile hôte évoluée 2.05 R☉ (Teff 6658K), profondeur ~0.4% -> rayon implicite 14.1 R_terre (1.26 R_jup) -- taille sans ambiguïté, compatible avec une planète. SNR faible (11.6) toutefois, à confirmer avec plus de données."
44550552,reject,Trop gros pour une planète,3.6755,12.9,"Absente de la table TOI. Étoile hôte évoluée 1.92 R☉ (Teff 5976K), profondeur ~1.5% -> rayon implicite 25.6 R_terre (2.28 R_jup). Dépasse le seuil de plausibilité planétaire."
30816076,reject,Trop gros pour une planète,8.1668,10.9,"Absente de la table TOI. Étoile hôte 1.73 R☉ (Teff 5793K), profondeur ~1.5% -> rayon implicite 23.2 R_terre (2.06 R_jup). Dépasse le seuil de plausibilité planétaire."
318232056,reject,Trop gros pour une planète,0.99,9.9,"Absente de la table TOI. Étoile hôte 1.11 R☉ (Teff 5296K), profondeur ~3.5% -> rayon implicite 22.6 R_terre (2.02 R_jup) -- dépasse de justesse le seuil. Période proche de 1j : risque d'alias avec les systématiques TESS, non résolu par ce test."
250445175,reject,Trop gros pour une planète,1.7055,8.2,"Absente de la table TOI. Étoile hôte évoluée 3.37 R☉ (Teff 6700K), profondeur ~0.4% seulement -> rayon implicite 23.3 R_terre (2.07 R_jup) -- taille poussée uniquement par le grand rayon stellaire malgré une profondeur très faible. Dépasse le seuil de plausibilité planétaire."
376116071,marginal,Non tranché,2.3695,7.9,"Dip visible dans le repliement mais noyé dans un bruit important (±1.5-2%), cohérent avec le SNR faible. Pas rédhibitoire mais signal insuffisant pour conclure sans plus de données."
